timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/16 00:30:58.403, 0, 1005 MHz, 2619 MHz, 396.95 W, 100 %, 88225 MiB
2026/09/16 00:30:58.603, 0, 900 MHz, 2619 MHz, 392.56 W, 100 %, 88225 MiB
2026/09/16 00:30:58.836, 0, 1005 MHz, 2619 MHz, 396.42 W, 89 %, 88225 MiB
2026/09/16 00:30:59.037, 0, 1020 MHz, 2619 MHz, 396.40 W, 100 %, 88225 MiB
2026/09/16 00:30:59.237, 0, 840 MHz, 2619 MHz, 395.89 W, 100 %, 88225 MiB
2026/09/16 00:30:59.437, 0, 945 MHz, 2619 MHz, 398.63 W, 100 %, 88225 MiB
2026/09/16 00:30:59.637, 0, 1035 MHz, 2619 MHz, 395.73 W, 100 %, 88225 MiB
2026/09/16 00:30:59.838, 0, 840 MHz, 2619 MHz, 397.29 W, 99 %, 88225 MiB
2026/09/16 00:31:00.038, 0, 945 MHz, 2619 MHz, 398.82 W, 100 %, 88225 MiB
2026/09/16 00:31:00.238, 0, 1140 MHz, 2619 MHz, 396.41 W, 100 %, 88225 MiB
2026/09/16 00:31:00.438, 0, 885 MHz, 2619 MHz, 396.63 W, 87 %, 88225 MiB
2026/09/16 00:31:00.639, 0, 945 MHz, 2619 MHz, 397.98 W, 100 %, 88225 MiB
2026/09/16 00:31:00.839, 0, 1260 MHz, 2619 MHz, 395.37 W, 100 %, 88225 MiB
2026/09/16 00:31:01.039, 0, 960 MHz, 2619 MHz, 397.07 W, 80 %, 88225 MiB
2026/09/16 00:31:01.239, 0, 945 MHz, 2619 MHz, 398.70 W, 100 %, 88225 MiB
2026/09/16 00:31:01.440, 0, 1185 MHz, 2619 MHz, 396.15 W, 100 %, 88225 MiB
2026/09/16 00:31:01.640, 0, 960 MHz, 2619 MHz, 398.64 W, 87 %, 88225 MiB
2026/09/16 00:31:01.840, 0, 945 MHz, 2619 MHz, 400.27 W, 100 %, 88225 MiB
2026/09/16 00:31:02.040, 0, 915 MHz, 2619 MHz, 397.23 W, 100 %, 88225 MiB
2026/09/16 00:31:02.240, 0, 930 MHz, 2619 MHz, 397.89 W, 100 %, 88225 MiB
2026/09/16 00:31:02.441, 0, 945 MHz, 2619 MHz, 399.05 W, 100 %, 88225 MiB
2026/09/16 00:31:02.641, 0, 1140 MHz, 2619 MHz, 394.98 W, 100 %, 88225 MiB
2026/09/16 00:31:02.841, 0, 930 MHz, 2619 MHz, 398.02 W, 81 %, 88225 MiB
2026/09/16 00:31:03.041, 0, 930 MHz, 2619 MHz, 398.15 W, 100 %, 88225 MiB
2026/09/16 00:31:03.242, 0, 900 MHz, 2619 MHz, 397.79 W, 100 %, 88225 MiB
2026/09/16 00:31:03.442, 0, 915 MHz, 2619 MHz, 398.98 W, 100 %, 88225 MiB
2026/09/16 00:31:03.646, 0, 915 MHz, 2619 MHz, 399.52 W, 100 %, 88225 MiB
2026/09/16 00:31:03.846, 0, 1335 MHz, 2619 MHz, 394.54 W, 100 %, 88225 MiB
2026/09/16 00:31:04.046, 0, 930 MHz, 2619 MHz, 398.27 W, 80 %, 88225 MiB
2026/09/16 00:31:04.246, 0, 930 MHz, 2619 MHz, 398.34 W, 100 %, 88225 MiB
2026/09/16 00:31:04.447, 0, 885 MHz, 2619 MHz, 397.86 W, 100 %, 88225 MiB
2026/09/16 00:31:04.647, 0, 915 MHz, 2619 MHz, 398.99 W, 100 %, 88225 MiB
2026/09/16 00:31:04.847, 0, 960 MHz, 2619 MHz, 401.64 W, 100 %, 88225 MiB
2026/09/16 00:31:05.048, 0, 1350 MHz, 2619 MHz, 392.97 W, 100 %, 88225 MiB
2026/09/16 00:31:05.248, 0, 960 MHz, 2619 MHz, 397.86 W, 77 %, 88225 MiB
2026/09/16 00:31:05.448, 0, 915 MHz, 2619 MHz, 397.77 W, 100 %, 88225 MiB
2026/09/16 00:31:05.648, 0, 915 MHz, 2619 MHz, 397.75 W, 100 %, 88225 MiB
2026/09/16 00:31:05.849, 0, 945 MHz, 2619 MHz, 397.79 W, 100 %, 88225 MiB
2026/09/16 00:31:06.049, 0, 960 MHz, 2619 MHz, 401.33 W, 100 %, 88225 MiB
2026/09/16 00:31:06.249, 0, 930 MHz, 2619 MHz, 393.08 W, 100 %, 88225 MiB
2026/09/16 00:31:06.449, 0, 930 MHz, 2619 MHz, 396.92 W, 81 %, 88225 MiB
2026/09/16 00:31:06.650, 0, 930 MHz, 2619 MHz, 397.06 W, 100 %, 88225 MiB
2026/09/16 00:31:06.850, 0, 885 MHz, 2619 MHz, 397.50 W, 100 %, 88225 MiB
2026/09/16 00:31:07.050, 0, 930 MHz, 2619 MHz, 398.11 W, 100 %, 88225 MiB
2026/09/16 00:31:07.251, 0, 960 MHz, 2619 MHz, 400.31 W, 100 %, 88225 MiB
2026/09/16 00:31:07.451, 0, 960 MHz, 2619 MHz, 398.07 W, 100 %, 88225 MiB
2026/09/16 00:31:07.651, 0, 915 MHz, 2619 MHz, 398.40 W, 100 %, 88225 MiB
2026/09/16 00:31:07.851, 0, 930 MHz, 2619 MHz, 398.09 W, 100 %, 88225 MiB
2026/09/16 00:31:08.052, 0, 885 MHz, 2619 MHz, 398.35 W, 100 %, 88225 MiB
2026/09/16 00:31:08.252, 0, 945 MHz, 2619 MHz, 399.18 W, 100 %, 88225 MiB
2026/09/16 00:31:08.452, 0, 930 MHz, 2619 MHz, 398.53 W, 100 %, 88225 MiB
2026/09/16 00:31:08.653, 0, 915 MHz, 2619 MHz, 398.53 W, 100 %, 88225 MiB
2026/09/16 00:31:08.853, 0, 945 MHz, 2619 MHz, 397.62 W, 88 %, 88225 MiB
2026/09/16 00:31:09.053, 0, 900 MHz, 2619 MHz, 398.09 W, 100 %, 88225 MiB
2026/09/16 00:31:09.254, 0, 915 MHz, 2619 MHz, 398.51 W, 100 %, 88225 MiB
2026/09/16 00:31:09.454, 0, 915 MHz, 2619 MHz, 397.73 W, 100 %, 88225 MiB
2026/09/16 00:31:09.654, 0, 900 MHz, 2619 MHz, 395.82 W, 100 %, 88225 MiB
2026/09/16 00:31:09.854, 0, 930 MHz, 2619 MHz, 397.33 W, 100 %, 88225 MiB
2026/09/16 00:31:10.055, 0, 930 MHz, 2619 MHz, 397.44 W, 100 %, 88225 MiB
2026/09/16 00:31:10.255, 0, 900 MHz, 2619 MHz, 397.76 W, 100 %, 88225 MiB
2026/09/16 00:31:10.455, 0, 945 MHz, 2619 MHz, 397.67 W, 100 %, 88225 MiB
2026/09/16 00:31:10.655, 0, 900 MHz, 2619 MHz, 398.04 W, 100 %, 88225 MiB
2026/09/16 00:31:10.856, 0, 945 MHz, 2619 MHz, 397.81 W, 100 %, 88225 MiB
2026/09/16 00:31:11.056, 0, 930 MHz, 2619 MHz, 397.93 W, 100 %, 88225 MiB
2026/09/16 00:31:11.256, 0, 960 MHz, 2619 MHz, 396.39 W, 100 %, 88225 MiB
2026/09/16 00:31:11.457, 0, 900 MHz, 2619 MHz, 396.38 W, 100 %, 88225 MiB
2026/09/16 00:31:11.657, 0, 930 MHz, 2619 MHz, 397.48 W, 100 %, 88225 MiB
2026/09/16 00:31:11.857, 0, 930 MHz, 2619 MHz, 397.37 W, 100 %, 88225 MiB
2026/09/16 00:31:12.057, 0, 900 MHz, 2619 MHz, 396.22 W, 100 %, 88225 MiB
2026/09/16 00:31:12.258, 0, 930 MHz, 2619 MHz, 398.63 W, 100 %, 88225 MiB
