timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/15 20:55:43.781, 0, 1770 MHz, 2619 MHz, 258.21 W, 0 %, 86691 MiB
2026/09/15 20:55:43.881, 0, 1785 MHz, 2619 MHz, 241.39 W, 0 %, 86691 MiB
2026/09/15 20:55:43.981, 0, 1785 MHz, 2619 MHz, 209.00 W, 0 %, 86691 MiB
2026/09/15 20:55:44.081, 0, 1785 MHz, 2619 MHz, 177.10 W, 0 %, 86691 MiB
2026/09/15 20:55:44.182, 0, 1785 MHz, 2619 MHz, 144.96 W, 0 %, 86691 MiB
2026/09/15 20:55:44.282, 0, 1785 MHz, 2619 MHz, 113.66 W, 0 %, 86691 MiB
2026/09/15 20:55:44.382, 0, 1785 MHz, 2619 MHz, 106.88 W, 0 %, 86691 MiB
2026/09/15 20:55:44.483, 0, 1785 MHz, 2619 MHz, 89.38 W, 0 %, 86691 MiB
2026/09/15 20:55:44.583, 0, 1785 MHz, 2619 MHz, 89.55 W, 0 %, 86691 MiB
2026/09/15 20:55:44.683, 0, 1785 MHz, 2619 MHz, 89.65 W, 0 %, 86691 MiB
2026/09/15 20:55:44.784, 0, 1785 MHz, 2619 MHz, 89.80 W, 0 %, 86691 MiB
2026/09/15 20:55:44.884, 0, 1785 MHz, 2619 MHz, 89.84 W, 0 %, 86691 MiB
2026/09/15 20:55:44.984, 0, 1785 MHz, 2619 MHz, 89.84 W, 0 %, 86691 MiB
2026/09/15 20:55:45.085, 0, 1785 MHz, 2619 MHz, 89.84 W, 0 %, 86691 MiB
2026/09/15 20:55:45.185, 0, 1785 MHz, 2619 MHz, 89.82 W, 0 %, 86691 MiB
2026/09/15 20:55:45.285, 0, 1785 MHz, 2619 MHz, 89.85 W, 0 %, 86691 MiB
2026/09/15 20:55:45.386, 0, 1785 MHz, 2619 MHz, 89.83 W, 0 %, 86691 MiB
2026/09/15 20:55:45.486, 0, 1785 MHz, 2619 MHz, 89.86 W, 0 %, 86691 MiB
2026/09/15 20:55:45.586, 0, 1785 MHz, 2619 MHz, 89.84 W, 0 %, 86691 MiB
2026/09/15 20:55:45.686, 0, 1785 MHz, 2619 MHz, 89.85 W, 0 %, 86691 MiB
2026/09/15 20:55:45.787, 0, 1785 MHz, 2619 MHz, 89.84 W, 0 %, 86691 MiB
2026/09/15 20:55:45.887, 0, 1785 MHz, 2619 MHz, 89.85 W, 0 %, 86691 MiB
2026/09/15 20:55:45.987, 0, 1785 MHz, 2619 MHz, 89.83 W, 0 %, 86691 MiB
2026/09/15 20:55:46.088, 0, 1785 MHz, 2619 MHz, 89.81 W, 0 %, 86691 MiB
2026/09/15 20:55:46.188, 0, 1785 MHz, 2619 MHz, 89.80 W, 0 %, 86691 MiB
2026/09/15 20:55:46.288, 0, 1785 MHz, 2619 MHz, 89.79 W, 0 %, 86691 MiB
2026/09/15 20:55:46.389, 0, 1785 MHz, 2619 MHz, 89.78 W, 0 %, 86691 MiB
2026/09/15 20:55:46.489, 0, 1785 MHz, 2619 MHz, 89.77 W, 0 %, 86691 MiB
